tweet_text,username,location,favorite_count,retweet_count,followers_count,statuses_count,timestamp,verified,coordinates,all_hashtags
RT @COVID_19_News: #US 🇺🇸: Long lines outside #Costco in San Francisco #USA   #Coronavid19 #coronavirus #COVID19 #COVID #COVID19US #COVID20…,bonitapalka,,0,24,75,3187,2020-03-01 09:00:05,False,,"#US, #Costco, #USA, #Coronavid19, #coronavirus, #COVID19, #COVID, #COVID19US"
RT @COVID_19_News: #US 🇺🇸: Long lines outside #Costco in San Francisco #USA   #Coronavid19 #coronavirus #COVID19 #COVID #COVID19US #COVID20…,JimBoblif,Deep in the fog,0,24,540,10162,2020-03-01 08:59:35,False,,"#US, #Costco, #USA, #Coronavid19, #coronavirus, #COVID19, #COVID, #COVID19US"
"#BCCDC monitors #International, #US, and #WHO reports of #COVID19. We know more than #Americans of what's happening… https://t.co/wDVQ2qvkCL",Gloria_R_Grante,"Vancouver, BC, Canada",0,0,0,180,2020-03-01 08:56:13,False,,"#BCCDC, #International, #US, #WHO, #COVID19, #Americans"
RT @V2019N: Supermarkets are preparing for a surge in demand and shoppers are stocking up on staple foods and cleaning supplies as more cas…,Refugio68207642,,0,163,1,292,2020-03-01 08:50:40,False,,
"RT @radionigeriahq: #Australia, #US records first #coronavirus fatalities as new treatment undergoes testing https://t.co/AmYRmDsZKf https:…",EliteOzzy,Melbourne,0,1,145,8066,2020-03-01 08:49:55,False,,"#Australia, #US, #coronavirus"
"#Australia, #US records first #coronavirus fatalities as new treatment undergoes testing https://t.co/AmYRmDsZKf https://t.co/crp6qtuX3L",radionigeriahq,Abuja. Nigeria,0,1,10227,21832,2020-03-01 08:49:50,False,,"#Australia, #US, #coronavirus"
RT @COVID_19_News: #US 🇺🇸: Long lines outside #Costco in #Sunnyvale California #USA   #Coronavid19 #coronavirus #COVID19 #COVID #COVID19US…,Y0Jenna,Lost ,0,313,248,10197,2020-03-01 08:48:06,False,,"#US, #Costco, #Sunnyvale, #USA, #Coronavid19, #coronavirus, #COVID19, #COVID, #COVID19US"
RT @DossierTibet: #Coronavirus: #HongKong expert claims outbreak is now a pandemic and #US death could be ‘tip of the iceberg’. University…,rjber15,"Wichita, Kansas",0,3,2859,964798,2020-03-01 08:45:54,False,,"#Coronavirus, #HongKong, #US"
"RT @Ali_F_Alizada: On these recent days filled by negative news on #coronavirus, signing #US-#Taliban peace deal has really impacted positi…",UkWass33,UK,0,12,229,35599,2020-03-01 08:41:55,False,,"#coronavirus, #US, #Taliban"
RT @DossierTibet: #Coronavirus: #HongKong expert claims outbreak is now a pandemic and #US death could be ‘tip of the iceberg’. University…,TibetPeople,,0,3,3913,54268,2020-03-01 08:41:42,False,,"#Coronavirus, #HongKong, #US"
"RT @nikki_miumiu: Second #Coronavirus case of unknown origin confirmed in #SantaClara County, #California, indicating virus is spreading in…",DavidWO28232487,,0,22,1641,10643,2020-03-01 08:39:07,False,,"#Coronavirus, #SantaClara, #California"
