tweet_text,username,location,favorite_count,retweet_count,followers_count,statuses_count,timestamp,verified,coordinates,all_hashtags
"RT @11GroupLtd: Well, the new situation right now.  #coronavirus #China #Italy #covid19 #Wuhanoutbreak #chinanews #virus #Corona #news #jap…",brandonveucaso5,,0,41,0,40,2020-03-01 09:13:40,False,,"#coronavirus, #China, #Italy, #covid19, #Wuhanoutbreak, #chinanews, #virus, #Corona, #news"
RT @Cryptochain14: invest in @PowerLedger_io its the future 2020  #COVID2019  #coronavirus  #WallStreet #bitcoin #china #ElonMusk #USA #Kor…,SharkRadioNet,,0,1,366,16040,2020-03-01 09:11:51,False,,"#COVID2019, #coronavirus, #WallStreet, #bitcoin, #china, #ElonMusk, #USA"
invest in @PowerLedger_io its the future 2020  #COVID2019  #coronavirus  #WallStreet #bitcoin #china #ElonMusk #USA… https://t.co/FeJabROTx1,Cryptochain14,Verenigde Staten,2,1,4,41,2020-03-01 09:10:24,False,,"#COVID2019, #coronavirus, #WallStreet, #bitcoin, #china, #ElonMusk, #USA"
RT @RobertKemble: Stepped outside for the first time since Wednesday to buy milk. This was the first thing I saw over the road. Not great.…,felixdennis123,,0,5,262,1723,2020-03-01 08:44:22,False,,
"RT @CoronaVirusInt: 🔊South #Korea 2,337 #coronavirus cases today. +571  one day. #coronavirusOutbreak #Coronavid19   https://t.co/dh8hirGpp…",iamZoomie,,0,14,621,9047,2020-03-01 08:39:22,False,,"#Korea, #coronavirus, #coronavirusOutbreak, #Coronavid19"
"RT @wewwzh: Shipping via EMS air express, Dhl, Fedex, TNT,UPS. Worldwide shipping, 5days to get the package. N95 face mask. Quick, will gon…",vasozl,Shanghai,0,1,15,56,2020-03-01 08:34:44,False,,
RT @W7VOA: Reported #coronavirus “reinfection” case in #Korea. https://t.co/KdaxVZuTtX,GreenMonsterah,,0,18,2811,24725,2020-03-01 08:32:20,False,,"#coronavirus, #Korea"
"RT @hohocho: Breaking - 45-day-old infant tested positive for #CoronaVirus in Gyeongbuk-do province, S.#Korea. Yonhap says it’s youngest co…",liyakdw27,Deng's Heart,0,66,182,54261,2020-03-01 08:29:53,False,,"#CoronaVirus, #Korea"
Plastered all over the entrance to my local market after a #coronavirus patient rolled through for 4 minutes.… https://t.co/013Eo0ryk3,TweetsByLKX,"Seoul, South Korea",1,0,2,9,2020-03-01 08:20:13,False,,#coronavirus
"RT @zaldytor: South Koreans who suspect they have symptoms of the deadly #COVID19 #coronavirus can now get tested at a 'drive-thru' centre,…",jayjayferro,Republic of the Philippines,0,14,611,17890,2020-03-01 08:10:27,False,,"#COVID19, #coronavirus"
