tweet_text,username,location,favorite_count,retweet_count,followers_count,statuses_count,timestamp,verified,coordinates,all_hashtags
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,jay_stansbury,The former United States,0,397,225,4686,2020-03-01 12:14:23,False,,"#Italy, #COVID19"
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,SciScribbler,,0,397,318,4565,2020-03-01 12:14:15,False,,"#Italy, #COVID19"
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,Joe_Maahanua,Solomon Islands,0,397,213,420,2020-03-01 12:13:43,False,,"#Italy, #COVID19"
RT @Apex_WW: #Coronavirus: Italian economy takes a body blow  #Italy #COVID19  https://t.co/owMXygxRNa,FrankSowa1,"Western Pennsylvania, Greater Pittsburgh Area, Midwest, USA",0,10,3834,112657,2020-03-01 12:12:57,False,,"#Coronavirus, #Italy, #COVID19"
Who has deployed infection prevention and control (IPC)  specialist to #italy 🇮🇹   to support the #COVID19  respons… https://t.co/MUIdpYsur0,WorkHealthOrga1,"Geneva, Switzerland",0,0,0,2,2020-03-01 12:10:43,False,,"#italy, #COVID19"
RT @Iromg: Get the big Friday podcast from ⁦@talkRADIO⁩ - we’re talking #GretaThunberg in #Bristol and the latest #COVID19 news from #Italy…,ThoughtPoliceXX,London,0,6,39299,74781,2020-03-01 12:08:59,False,,"#GretaThunberg, #Bristol, #COVID19, #Italy"
"RT @Italia: Italy is a safe country: all services and activities for citizens and tourists are normally provided and the quality of life, f…",ItalyinR,"Recife, Brasile.",0,269,24,4,2020-03-01 12:06:33,True,,
RT @Smartraveller: We’ve raised our travel advice for #Italy due to the #COVID19 outbreak. Exercise a high degree of caution in all of Ital…,pully8,,0,3,416,68528,2020-03-01 12:06:20,False,,"#Italy, #COVID19"
@business @bopinion Answer b: #corruption. #italy #ItalyCoronavirus #COVID19,cloud9ba,Vlaardingen,0,0,65,5110,2020-03-01 12:04:52,False,,"#corruption, #italy, #ItalyCoronavirus, #COVID19"
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,ViralRNA,Lab/Office/Run/Couch...London ,0,397,1747,2581,2020-03-01 12:04:23,False,,"#Italy, #COVID19"
"RT @11GroupLtd: Well, the new situation right now.  #coronavirus #China #Italy #covid19 #Wuhanoutbreak #chinanews #virus #Corona #news #jap…",dionmacartney12,,0,46,1,2,2020-03-01 12:04:05,False,,"#coronavirus, #China, #Italy, #covid19, #Wuhanoutbreak, #chinanews, #virus, #Corona, #news"
"RT @ProSyn: Given the current #COVID19 panic, #Italy's European neighbors may be tempted to impose entry bans on Italians in order to appea…",strategycolum,,0,1,1515,65799,2020-03-01 12:02:53,False,,"#COVID19, #Italy"
Exclusive: #PopeFrancis extremely ill and diagnosed with acute pneumonia. Test has come back positive for… https://t.co/PeOajJWGVt,poisonedpshow,"New York, USA",3,0,362,571,2020-03-01 11:59:55,False,,#PopeFrancis
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,oseigyimah9,,0,397,150,1262,2020-03-01 11:58:58,False,,"#Italy, #COVID19"
RT @MissSimone: The Vatican has confirmed in a statement that Pope Francis and two of his aides have tested positive for the novel Coronavi…,Daranini,,0,2,4,83,2020-03-01 11:57:01,False,,
"RT @Apex_WW: #NEW: American Airlines to suspend all #US flights to Milan, #Italy due to the #coronavirus outbreak. - Reuters  #Coronavid19…",sacd420,New York,0,31,47,1605,2020-03-01 11:56:39,False,,"#NEW, #US, #Italy, #coronavirus, #Coronavid19"
"🇫🇷 Management of #coronavirus: as #virus ""already circulates"" in France, students returning from #Italy ""will be ab… https://t.co/6sHwr2N3M5",covid2019_info,"London, England",0,0,32,47,2020-03-01 11:56:17,False,,"#coronavirus, #virus, #Italy"
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,alemuw1,"Atlanta, GA, USA ",0,397,9485,11330,2020-03-01 11:55:10,False,,"#Italy, #COVID19"
RT @MissSimone: The Vatican has confirmed in a statement that Pope Francis and two of his aides have tested positive for the novel Coronavi…,thomasheimann,United States,0,2,489,9693,2020-03-01 11:51:25,False,,
#Italy: Institutional closures extended as #COVID19 #COVID19US #COVID-19 cases rise over 1000 February 29 /update 1… https://t.co/OxUerd30cM,stefanoshow,"Los Angeles, CA",0,0,858,20867,2020-03-01 11:51:09,False,,"#Italy, #COVID19, #COVID19US, #COVID"
The Vatican has confirmed in a statement that Pope Francis and two of his aides have tested positive for the novel… https://t.co/PWMjhuNMcW,MissSimone,"Maui, HI",0,2,1461,11824,2020-03-01 11:50:15,False,,
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,Nicola_Bressi,"Trieste, Sicilia, planet Earth",0,397,1050,12455,2020-03-01 11:49:26,False,,"#Italy, #COVID19"
"RT @Italia: Italy is a safe country: all services and activities for citizens and tourists are normally provided and the quality of life, f…",YourFriendItaly,,0,269,3055,3562,2020-03-01 11:48:13,False,,
RT @Smartraveller: We’ve raised our travel advice for #Italy due to the #COVID19 outbreak. Exercise a high degree of caution in all of Ital…,alexlucas1993,"Sydney, NSW, Australia",0,3,1862,123173,2020-03-01 11:45:45,False,,"#Italy, #COVID19"
We’ve raised our travel advice for #Italy due to the #COVID19 outbreak. Exercise a high degree of caution in all of… https://t.co/USUB0UD2xA,Smartraveller,Australia,5,3,27853,5873,2020-03-01 11:44:32,True,,"#Italy, #COVID19"
#COVID19 #coronavirus infected cases in #Italy soar past 1000. https://t.co/cVzNsBKVrW,karen_fu,Over the rainbow in Singapore,0,1,1071,18233,2020-03-01 11:43:11,False,,"#COVID19, #coronavirus, #Italy"
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,Bimbola25,"Lagos, Nigeria",0,397,643,13785,2020-03-01 11:41:35,False,,"#Italy, #COVID19"
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,DrAzad_Immanuel,"Dubai, United Arab Emirates",0,397,88,358,2020-03-01 11:41:34,False,,"#Italy, #COVID19"
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,didi51124736,,0,397,11,861,2020-03-01 11:39:24,False,,"#Italy, #COVID19"
#COVID19 in #Italy causes a growing number of universities to cancel study abroad programs. https://t.co/xmy3S9nE7z,carolharnett,"Hartford, CT",0,0,3445,30104,2020-03-01 11:37:33,False,,"#COVID19, #Italy"
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,JanKrisAle,Vienna ,0,397,13,72,2020-03-01 11:35:47,False,,"#Italy, #COVID19"
"RT @11GroupLtd: Well, the new situation right now.  #coronavirus #China #Italy #covid19 #Wuhanoutbreak #chinanews #virus #Corona #news #jap…",chantaylaws3,,0,46,0,48,2020-03-01 11:28:00,False,,"#coronavirus, #China, #Italy, #covid19, #Wuhanoutbreak, #chinanews, #virus, #Corona, #news"
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,mmgakl,,0,397,8,58,2020-03-01 11:20:21,False,,"#Italy, #COVID19"
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,EldSusan,,0,397,5,253,2020-03-01 11:18:52,False,,"#Italy, #COVID19"
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,Justice30,London,0,397,2782,113321,2020-03-01 11:18:10,False,,"#Italy, #COVID19"
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,LampieSamoa,,0,397,181,5344,2020-03-01 11:10:59,False,,"#Italy, #COVID19"
Debt Rattle March 1 2020 #Afghanistan #Bernie #China #coronavirus #COVID19 #Erdogan #Greece #HongKong #Indonesia… https://t.co/8uShD7p2rL,AutomaticEarth,Atlantic Ocean,0,0,3889,27904,2020-03-01 11:10:08,False,,"#Afghanistan, #Bernie, #China, #coronavirus, #COVID19, #Erdogan, #Greece, #HongKong, #Indonesia"
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,pfioredoc,"Narni, Umbria",0,397,3,9,2020-03-01 11:09:33,False,,"#Italy, #COVID19"
"RT @Italia: Italy is a safe country: all services and activities for citizens and tourists are normally provided and the quality of life, f…",elitagnol,"Roma, Madrid",0,269,394,3606,2020-03-01 11:04:23,False,,
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,FactNamibia,,0,397,795,1124,2020-03-01 11:02:14,False,,"#Italy, #COVID19"
"RT @WHO: @DrTedros ""Since yesterday, 🇩🇰, 🇪🇪, 🇱🇹, 🇳🇱 &amp; 🇳🇬 have all reported their first #COVID19 cases. All these cases have links to #Italy…",Hirasawa_Lucky,"Suginami-ku, Tokyo",0,316,254,60620,2020-03-01 10:58:13,False,,"#COVID19, #Italy"
"RT @TPE_connect: Coronavirus spread takes a toll on Italy's tourism industry, hotel bookings decline by 90 percent. #Europe #Italy #Coronav…",mdiethert,Koronadal,0,2,527,45406,2020-03-01 10:54:56,False,,"#Europe, #Italy"
"RT @Italia: Italy is a safe country: all services and activities for citizens and tourists are normally provided and the quality of life, f…",ItalyinSPA,"Madrid, Spagna",0,269,3540,3503,2020-03-01 10:52:39,True,,
"Coronavirus spread takes a toll on Italy's tourism industry, hotel bookings decline by 90 percent. #Europe #Italy… https://t.co/768aW4so5T",TPE_connect,online,2,2,627,38566,2020-03-01 10:50:00,False,,"#Europe, #Italy"
"RT @SNAWorldNews: #SouthKorea - This country is now the undisputed emerging hotspot of Covid-19 infection with 3,526 confirmed cases and 17…",azharabdi,Pakistan,0,2,125,26270,2020-03-01 10:46:44,False,,#SouthKorea
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,InspectLb,Lebanon,0,397,3,4,2020-03-01 10:45:37,False,,"#Italy, #COVID19"
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,ahmedfarish7,Fodhdhoo,0,397,62,2302,2020-03-01 10:45:28,False,,"#Italy, #COVID19"
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,JanineBS,Cape Town South Africa,0,397,2527,42351,2020-03-01 10:45:04,False,,"#Italy, #COVID19"
RT @tribunephl: Coronavirus brings chaos to Italian sport - https://t.co/hSCpqudpj8 #Covid19 #Italy,cheeneyeugenio,,0,1,141,15222,2020-03-01 10:42:58,False,,"#Covid19, #Italy"
#Marr #COVID19 #CoronaVirusUpdate #coronavirus These are figures from #Italy. Transparent https://t.co/m7g1C8Ez4T,Desdelisa,,0,1,121,17548,2020-03-01 10:42:39,False,,"#Marr, #COVID19, #CoronaVirusUpdate, #coronavirus, #Italy"
"RT @SNAWorldNews: #SouthKorea - This country is now the undisputed emerging hotspot of Covid-19 infection with 3,526 confirmed cases and 17…",ShingetsuNews,Tokyo,0,2,9923,43498,2020-03-01 10:39:02,False,,#SouthKorea
"#SouthKorea - This country is now the undisputed emerging hotspot of Covid-19 infection with 3,526 confirmed cases… https://t.co/tSk6IUjgL9",SNAWorldNews,"Tokyo, Japan",3,2,354,1774,2020-03-01 10:38:35,False,,#SouthKorea
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,Area_Critica_,Italy,0,397,30,22,2020-03-01 10:34:10,False,,"#Italy, #COVID19"
"RT @11GroupLtd: Well, the new situation right now.  #coronavirus #China #Italy #covid19 #Wuhanoutbreak #chinanews #virus #Corona #news #jap…",julenehowe18,,0,46,3,47,2020-03-01 10:33:49,False,,"#coronavirus, #China, #Italy, #covid19, #Wuhanoutbreak, #chinanews, #virus, #Corona, #news"
"RT @kertime: #covid19 #coronavirus #WuFlu partial snapshot per worldometer, note #Italy. Take care! https://t.co/puRzINLc9k",hill_ward,,0,2,5,456,2020-03-01 10:29:53,False,,"#covid19, #coronavirus, #WuFlu, #Italy"
RT @SayChrisLive: Here’s a first: the entire high-speed train car to myself. Italians aren’t taking any chances with #coronavirus #covid19…,robertlavigne,"Toronto, Canada ",0,7,1124,55221,2020-03-01 10:29:08,False,,"#coronavirus, #covid19"
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,AileenKitching,Ireland,0,397,101,728,2020-03-01 10:24:57,False,,"#Italy, #COVID19"
"Given the current #COVID19 panic, #Italy's European neighbors may be tempted to impose entry bans on Italians in or… https://t.co/CU6KAGwwUX",ProSyn,,2,1,194221,77327,2020-03-01 10:19:00,True,,"#COVID19, #Italy"
"RT @TPE_connect: United States extends travel restrictions to Iran, Italy and South Korea. #UnitedStates #Iran #Italy #SouthKorea #Coronavi…",ashishchauhan,"Mumbai, Maharashtra",0,1,108681,145865,2020-03-01 10:18:55,True,,"#UnitedStates, #Iran, #Italy, #SouthKorea"
RT @CDCgov: #CDCTRAVELNOTICE: There is ongoing community spread of #COVID19 in #Italy and #Iran. Older people and people with chronic medic…,SelimB17,"MO VAL, CA",0,857,266,4639,2020-03-01 10:18:21,False,,"#CDCTRAVELNOTICE, #COVID19, #Italy, #Iran"
#IsraeltheRegion #coronavirus #COVID19 #Italy Friendly kissing poses European dilemma as virus spreads… https://t.co/sA7jymkfD4,4PawShop,Canada,0,0,5389,831855,2020-03-01 10:16:33,False,,"#IsraeltheRegion, #coronavirus, #COVID19, #Italy"
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,Dennis17920506,,0,397,2,35,2020-03-01 10:14:29,False,,"#Italy, #COVID19"
"RT @la_nimboni: A hospital worker in Aarhus, #Denmark tested (false) negative for #COVID19 after a trip to #Italy, worked 3 days with many…",mangga_buang,Port Moresby ,0,1,325,24874,2020-03-01 10:11:53,False,,"#Denmark, #COVID19, #Italy"
"United States extends travel restrictions to Iran, Italy and South Korea. #UnitedStates #Iran #Italy #SouthKorea… https://t.co/sUwJ5kU9xt",TPE_connect,online,1,1,627,38566,2020-03-01 10:10:00,False,,"#UnitedStates, #Iran, #Italy, #SouthKorea"
"A hospital worker in Aarhus, #Denmark tested (false) negative for #COVID19 after a trip to #Italy, worked 3 days wi… https://t.co/Aha6rqBTsQ",la_nimboni,,2,1,2417,11764,2020-03-01 10:09:32,False,,"#Denmark, #COVID19, #Italy"
"RT @TPE_connect: Italy reports more than 1,000 coronavirus cases and 29 deaths. #Europe #Italy #Coronavirus #COVID19 #COVID #COVID2019 #Cor…",yyisrael28,"Kewanee, IL",0,2,220,7464,2020-03-01 10:02:59,False,,"#Europe, #Italy, #Coronavirus, #COVID19, #COVID, #COVID2019"
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,Vivian_Okoaze,"Ibusa, Delta state ",0,397,8,64,2020-03-01 09:59:19,False,,"#Italy, #COVID19"
"Italy reports more than 1,000 coronavirus cases and 29 deaths. #Europe #Italy #Coronavirus #COVID19 #COVID… https://t.co/VrCTOwNrH1",ahmedfarish7,Fodhdhoo,1,0,62,2302,2020-03-01 09:56:26,False,,"#Europe, #Italy, #Coronavirus, #COVID19, #COVID"
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,BmAmir5,,0,397,0,2,2020-03-01 09:54:01,False,,"#Italy, #COVID19"
"RT @WHO: @DrTedros ""Since yesterday, 🇩🇰, 🇪🇪, 🇱🇹, 🇳🇱 &amp; 🇳🇬 have all reported their first #COVID19 cases. All these cases have links to #Italy…",Ego_Ok4,Nigeria,0,316,776,35451,2020-03-01 09:53:56,False,,"#COVID19, #Italy"
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,callmegoldeneye,Destination unknown. ,0,397,3457,32302,2020-03-01 09:53:28,False,,"#Italy, #COVID19"
RT @WHO: WHO has deployed infection prevention and control (IPC) specialists to #Italy🇮🇹 to support the #COVID19 response and to facilitate…,SorayaCastroLL,Rep. Dominicana,0,397,1667,69538,2020-03-01 09:53:16,False,,"#Italy, #COVID19"
"RT @TPE_connect: Coronavirus spread takes a toll on Italy's tourism industry, hotel bookings decline by 90 percent #Europe #Italy #Coronavi…",ElBarto2099,,0,2,176,4107,2020-03-01 09:50:22,False,,"#Europe, #Italy"
